INPUT,English
LBL_INVOICE_BILLED_CONTACT,Contact
LBL_INVOICE_DIGITNO,Invoice Digit No
LBL_INVOICE_BILLING,Billing Entity
LBL_INVOICE_BANK,Invoice Bank
LBL_INVOICE_PAYMENT_TYPE,Payment Type
LBL_INVOICE_PAYMENT_TERM,Payment Terms
LBL_INVOICE_INSPECTION_FEE,Inspection Fee
LBL_INVOICE_TRAVEL_FEE,Travel Expense
LBL_INVOICE_HOTEL_FEE,Hotel Fee
LBL_INVOICE_OTHER_FEE,Other Fee
LBL_INVOICE_DISCOUNT_FEE,Discount
LBL_INVOICE_COMMON_FIELDS,Common Fields
LBL_INVOICE_CONTACT,Contact Name
LBL_INVOICE_SELECTALL,Select All
LBL_INVOICE_ADDRESS,Address
LBL_INVOICE_PREFIX_NO,Invoice No prefix
MSG_INV_REQUEST_BILLED_NAME,Billed Name is required
MSG_INV_REQUEST_TYPE_REQ,Invoice Request type is required
MSG_INV_REQUEST_CONTACT,Billed Contact is required
MSG_INV_REQUEST_ADDRESS,Billed Address is required
MSG_INV_PREFIX_NO,Invoice Prefix No is required
MSG_INV_DIGIT_NO,Invoice Digit No is required
MSG_INV_BILLING_ENTITY,Billing Entity is required
MSG_INV_BANK_ACCOUNT,Bank Account is required
MSG_INV_INSP_FEES_FROM,Inspection Fees is required
MSG_INV_TRAVEL_EXPENSE,Travel expense is required
MSG_INV_HOTEL_FEES,Hotel Fees is required
MSG_INV_DISCOUNT_FEES,Discount Fees is required
MSG_INV_OTHER_FEES,Other Fees is required
LBL_SAMPLING_DETAILS,Sampling Details
LBL_PRICE_MAIN,Main Details
LBL_INVOICE_DETAILS,Invoice Details
MSG_INVOICE_REQ_VALID_BILL_DETAILS,Please select atleast one bill details
MSG_INVOICE_REQ_FILL_BILL_DETAILS,Please give all the selected  bill details
LBL_TITLE,Customer Price Card Summary
LBL_CUSTOMER,Customer Name
LBL_BILLING_METHOD,Billing Method
LBL_BILLING_TO,Billing To
LBL_SERVICE,Service
LBL_PRODUCT_CATEGORY,Product Category
LBL_SERVICE_TYPE,Service Type
LBL_FACTORY_COUNTRY,Factory Country
LBL_PERIOD_DATE_TO,Period To
LBL_PERIOD_DATE_FROM,Period From
LBL_TAX_INCLUDE,Tax Included
LBL_TRAVEL_INCLUDE,Travel Included
LBL_ADVANCED_SEARCH,Advanced Search
LBL_ADD,ADD
LBL_FACTORY_COUNTRY_NAME,Factory Country
LBL_CURRENCY_NAME,Currency
LBL_UNIT_PRICE,Unit Price
LBL_SERVICE_NAME,Service
LBL_SERVICE_TYPE_NAMES,Service Type
LBL_SUPPLIER,Supplier Name
LBL_DEPARTMENT,Department
LBL_PRICE_CATEGORY,Price Category
LBL_FROM_TO,Period From - To
LBL_TITLE,KPI
LBL_TEMPLATE,Template
MSG_TEMPLATE_REQ,Template is required
MSG_CUSTOMER_REQ,Customer is required
MSG_DATA_NOTFOUND,Error : Data not found
MSG_DATE_VALIDATION,Please select max three month date period. Create a ticket if you need more than 3 month data.
LBL_BOOKING_NO,Booking No
LBL_TITLE,Travel Matrix
LBL_TARIFF_TYPE,Tariff Type
LBL_CUSTOMER,Customer
LBL_TRAVEL_CURRENCY,Travel Currency
LBL_SOURCE_CURRENCY,Source Currency
LBL_COUNTRY,Country
LBL_PROVINCE,Province
LBL_CITY,City
LBL_COUNTY,County
LBL_INSPECTION_PORT,Inspection Port ( start) 
LBL_DISTANCE,Distance (Km)
LBL_TRAVEL_TIME,Travel Time (Hrs)
LBL_BUS,Bus
LBL_TRAIN,Train
LBL_TAXI,Taxi
LBL_HOTEL,Hotel
LBL_OTHERS,Others
LBL_MARKUP1,Mark Up
LBL_AIR,Air
LBL_MARKUP2,Mark Up 2 (Air)
LBL_FIXED_EXCHANGE_RATE,Fix. Ex. Rate
LBL_EXCHANGE_RATE,Ex. Rate
LBL_REMARKS,Remarks
MSG_CUSTOMER_LIST_NOT_FOUND,Customer List Not Found
MSG_SAVED,saved succeffully
MSG_REQUEST_FORMAT,Request not in correct format
MSG_COUNTRY_REQUIRED,Country is required
MSG_INSP_PORT_REQUIRED,Inspection Port is required
MSG_FIXED_RATE_REQUIRED,Fixed Exchanged Rate is required
MSG_SOURCE_CURRENCY_REQUIRED,Source Currency is required
MSG_TRAVEL_CURRENCY_REQUIRED,Travel Currency is required
MSG_CUSTOMER_REQUIRED,Customer is required
LBL_EXISTS_DATA,Exists Data
MSG_SELECT_CHECKBOX,Select checkbox to save
MSG_COST_REQUIRED,Please enter any one of the travel cost
MSG_PROVICE_REQUIRED,Province is required
MSG_CITY_REQUIRED,City is required
MSG_COUNTY_REQUIRED,County is required
MSG_TARIFF_TYPE_REQUIRED,Tariff Type is required
MSG_SELECT_CHECKBOX_SAVED_DATA,Please select Saved Data
LBL_FACTORY_LOCATION,Factory Location
LBL_COST_TYPE,Cost Type
LBL_TRANSPORTATION,Transportation
LBL_TRAVEL_PRICE,Travel Price
LBL_MARKUP_TOTAL,Mark Up Total
LBL_TOTAL,Total
LBL_AIR_COST_TOTAL,Air Cost Total
LBL_LAND_COST_TOTAL,Land Cost Total
LBL_GRAND_TOTAL,Grand Total
MSG_EMPTY_CUSTOMER,Customer empty should not have more than one row
TITLE,KPI Template Summary
LBL_MODULE,Module
LBL_SELECT,Select
LBL_SUBMODULE,Sub module
LBL_SEARCH,Search
LBL_NAME,Template Name
LBL_USER,User
LBL_EDIT,Edit
LBL_DELETE,Delete
LBL_NOITEMS,No items was found
MSG_SUBMODULE_REQ,Sub module is required
MSG_MODULE_REQ,Module is required
LBL_VIEW,View
MSG_CONFRMDELETE,Are you sure  you want to remove template 
MSG_REMOVE_SUCCESS,Template is removed
MSG_NOTFOUND,Template is not found
LBL_SHARED,Is Shared
TITLE,Edit Template
LBL_SAVE,Save
LBL_MAIN,Template Details
LBL_NAME,Name
LBL_USER,User
MSG_NAME_REQ,Template name is required
LBL_COLUMNS,Select Columns
LBL_TYPE,Type
ADD_SUMFOOTER,Add SUM
ADD_GROUPBY,Group BY
LBL_COLUMNNAME,Column Name
LBL_COLUMNS2,Columns
LBL_SOURCE,Source
LBL_DESTINATION,Destination
LBL_MULTIPLE,Multiple
LBL_REQUIRED,Required
LBL_FILTERS,Select Filters
LBL_SHARED,Shared
LBL_USEREXCELFORMULA,User Excel Formulas
MSG_COLUMNLIST_REQ,You must select atleast one column
MSG_SAVED,Template is successfully saved
MSG_SAVED_ERROR,An error has occured! 
LBL_SELECTMULTIPLE,Multiple Select
LBL_VIEW,View
LBL_AUTOCOMPLETE,Autocomplete
TITLE,Export KPI
LBL_VIEW,View
LBL_EXPORT,Export
LBL_SEARCH,Search
LBL_TITLE,Man day Dashboard
LBL_AUTOCOMPLETE,Please enter 4 or more characters
MSG_NO_DATA_FOUND,No Data Found
MSG_FAILED,Something went wrong
LBL_MAN_DAYS,Man Days
LBL_INSPECTION,Inspection
LBL_REPORTS,Reports
LBL_AUDIT,Audit
LBL_,
MSG_MAN_DAYS_BY_YEAR,Man day By Year
LBL_MAN_DAYS_BY_CUSTOMER,Man day By Customer
LBL_MAN_DAYS_BY_COUNTRY,Man day By Country
LBL_MAN_DAYS_BY_EMPLOYEE_TYPE,Man day % By Employee Type
LBL_YEAR,Year
LBL_CUSTOMER,Customer
LBL_COUNTRY,Country
LBL_SEE_ALL_CUSTOMERS,See all customers
LBL_OFFICE,Office
LBL_MAN_DAY_BY_MOST_TOP_COUNT, Showing top 
LBL_MAN_DAY_BY_TOP_COUNT, records by man-day
LBL_NO_DATA_FOUND,No Data Found
LBL_NO_DATA,Man day data is empty or Try adjusting your filter to find what you’re looking for.
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date
MSG_SERVICE_TODATE_REQ,To date is required
MSG_SERVICE_TODATE_LESS_REQ,To date not less than from date
LBL_ADVANCE_SEARCH,Advance Search
LBL_FAILED_REASONS,Failed Reasons
LBL_SERVICETYPE,Service Type
LBL_DATA_SHOWING,Data Showing
LBL_API_SERVICES,Business Lines
MSG_API_SERVICE_REQ,Business lines is required
LBL_TITLE,Utilization Dashboard
LBL_NO_DATA_FOUND,No Data Found
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date
MSG_SERVICE_TODATE_REQ,To date is required
MSG_SERVICE_TODATE_LESS_REQ,To date should not less than from date
LBL_NO_DATA,Man day data is empty or Try adjusting your filter to find what you’re looking for.
LBL_UTILIZATION,Utilization
LBL_CAPACITY_UTILISATION_BREAK_DOWN,Capacity utilization breakdown
LBL_LOCATION,Location
LBL_HOUR_MANDAYS,Man Days
LBL_WORK_DAYS,Work Days
LBL_LEAVES,Leaves
LBL_MAX_POTENTIAL,Max. Potential
LBL_OUTSOURCE_MAN_DAYS,Outsource Man Days
LBL_UTILISATION_RATE,Utilization Rate
LBL_LAST_YEAR,Last Year
LBL_CURRENT_YEAR,Current Year
LBL_SELECTED,selected
LBL_UPLOAD,Upload
LBL_RECENT_UPLOAD,Recent Uploads
LBL_NAME,Name
LBL_DOWNLOAD,Download
LBL_DELETE,Delete
LBL_INSERT_FILE,Insert File
LBL_CANCEL,Cancel
LBL_TITLE,Bank Account Summary
LBL_ADDNEW,Add New
LBL_ACC_NAME,Account Name
LBL_ACC_NUMBER,Account Number
LBL_BANK_NAME,Bank Name
LBL_SWIFT_CODE,Swift Code
LBL_BANK_ADDRESS,Bank Address
LBL_ACC_CURRENCY,Account Currency
LBL_ACC_REMARKS,Remarks
LBL_DELETE_BANK_CONFIRM,Are you sure to delete this bank account -
LBL_DELETE_BANK,Delete Bank
TITLE,Bank Account
LBL_MAIN,Main details
LBL_ACC_NAME,Account Name
LBL_ACC_NUMBER,Account Number
LBL_BANK_NAME,Bank Name
LBL_SWIFT_CODE,Swift Code
LBL_BANK_ADDRESS,Bank Address
LBL_ACC_CURRENCY,Account Currency
LBL_BILLING,Billing Entity
LBL_ACC_REMARKS,Remarks
TAB_BANK_TAX,Tax
LBL_ADD,Add
LBL_NAME,Name
LBL_VALUE,Value
LBL_FROM_DATE,From Date
LBL_TO_DATE,To Date
MSG_ACC_NAME_REQUIRED,Account name is requied
MSG_ACC_NUMBER_REQUIRED,Account number is requied
MSG_BANK_NAME_REQUIRED,Bank name is requied
MSG_BANK_SWIFT_REQUIRED,Swift code is requied
MSG_BANK_CURRENCY_REQUIRED,Bank currency is requied
MSG_BANK_BILLING_REQUIRED,Billing entity is requied
MSG_BANK_ADDRESS_REQUIRED,Bank address is requied
MSG_BANK_TAXNAME_REQUIRED,Tax name is requied
MSG_BANK_TAXVALUE_REQUIRED,Tax value is requied
MSG_BANK_TAX_FROMDATE_REQUIRED,Tax from date is requied
MSG_BANK_TAX_TODATE_REQUIRED,Tax To date is requied
MSG_SAVE_SUCCESS,Bank data saved successfully
MSG_DELETE_SUCCESS,Bank data deleted successfully
MSG_BANK_ACC_EXIST,Bank account already exist
MSG_TAX_DATE_RANGE,Same date range selected for multiple taxes
MSG_NO_ITEM_FOUND,No Bank Account Found
TITLE,Customer Collection
LBL_MAIN,Main Details
LBL_CUSTOMER,Customer
LBL_ADD,Add
LBL_SAVE,Save
MSG_NAME_REQ,Collection is required
MSG_ID_REQ,Customer is required
SAVE_RESULT,Save result
SAVE_OK,Customer Collection is saved succefully!
MSG_CANNOT_ADDCUSTOMER_COLLECTION,Cannot Add Customer Collection
MSG_CURRENT_COLLECTION_NOTFOUND,Current Customer Collection Not Found
MSG_CUSTOMER_COLLECTION_EXISTS,Customer Collection does noe exist
LBL_COLLECTION_NAME,Collection Name
LBL_TITLE,Invoice Summary
LBL_INVOICE_TO,Invoice To
LBL_INVOICE_CURRENCY,Invoice Currency
LBL_OTHER_EXPENSE,Other Expense
LBL_INVOICE_TOTAL,Invoice Total
LBL_EXTRA_TOTAL,Extra Fees
LBL_IS_INSPECTION,Is Inspection
LBL_IS_TRAVEL_EXPENSE,Is Travel Expense
LBL_CREATED_BY,Created By
MSG_DELETE_INVOICE,Are you sure you want to delete the invoice ?
LBL_BILLED_TO,Billed To
LBL_INVOICE_TYPE,Invoice Type
LBL_SELECT_INVOICE_TEMPLATE,Select Invoice Template
LBL_CANCEL_INVOICE,Delete Invoice
LBL_INVOICE_STATUS,Invoice Status
MSG_INVOICE_STATUS_NOT_FOUND,Invoice Status not found
LBL_INVOICE_STATEMENT,Invoice Statement
LBL_DONE,Done
MSG_INVOICE_CANCELLED_SUCCESS,Invoice Deleted Successfully
MSG_INVOICE_CANCEL_FAIL,Invoice deleted failed
MSG_NO_ITEM_FOUND,No Invoice Found
MSG_BOOKINGNO_ERROR,Booking No should be valid
LBL_TITLE,Invoice Modify
LBL_EDIT_INVOICE,Edit Invoice
LBL_MAIN_DETAILS,Main Details
LBL_CHECK,Check
LBL_INVOICE_NO,Invoice NO
LBL_INVOICE_DATE,Invoice Date
LBL_POST_DATE,Post Date
LBL_BILLING_TO,Billing To
LBL_BILLING_METHOD,Billing Method
LBL_BILLED_NAME,Billed Name
LBL_BILLED_ADDRESS,Billing Address
LBL_BILLED_ADDRESS_VALUE,Billed Address Value
LBL_CONTACTS,Contacts
LBL_PAYMENT_TERMS,Payment Terms
LBL_PAYMENTS_TERM_VALUE,Payment Terms Value
LBL_PAYMENT_DURATION,Payment Duration
LBL_SUBJECT,Subject
LBL_OFFICE,Office
LBL_BANK_DETAILS,Bank Details
LBL_PAYMENT_STATUS,Payment Status
LBL_PAYMENT_DATE,Payment Date
LBL_BOOKING_CUSTOMER_NO, Booking/Customer No
LBL_QUOTATION,Quotation
LBL_SERVICE_DATE_FROM_TO,Service Date From & To
LBL_SERVICE_TYPE,Service Type
LBL_CUSTOMER,Customer
LBL_SUPPLIER,Supplier
LBL_FACTORY,Factory
LBL_FACTORY_LOCATION,Factory Location
LBL_PRICE_CATEGORY,Price Category
LBL_TOTAL_BOOKING_QTY,Total Booking Qty
LBL_TOTAL_INSPECTED_QTY,Total Inspected Qty
LBL_MAN_DAY,Man Day
LBL_UNIT_PRICE,Unit Price
LBL_INSPECTION_FEES,Inspection Fees
LBL_AIR_COST,Air Cost
LBL_LAND_COST,Land Cost
LBL_OTHER_TRAVEL_COST,Other Travel Cost
LBL_HOTEL_COST,Hotel Cost
LBL_OTHER_COST,Other Cost
LBL_DISCOUNT,Discount
LBL_REMARKS,Remarks
LBL_MORE_INFO,More Info
LBL_SUB_TOTAL,Sub Total
LBL_TAX_TOTAL,Tax
LBL_TOTAL_INVOICE_AMOUNT,Total Invoice Amount
LBL_BOOKING_INFORMATION,Booking Information
LBL_BRAND,Brand
LBL_DEPARTMENT,Department
LBL_COLLECTION,Collection
LBL_QC,QC
LBL_TOTAL_PRESENTED_QTY,Total Presented Quantity
LBL_PRODUCT_ID,Product Id
LBL_PRODUCT_DESC,Product Description
LBL_PO_NUMBER,Po Number
LBL_BOOKING_QTY,Booking Quantity
LBL_PRESENTED_QTY,Presented Quantity
LBL_INSPECTED_QTY,Inspected Quantity
LBL_PRODUCT_CATEGORY,Product Category
LBL_PRODUCT_SUB_CATEGORY,Product Sub Category
LBL_PRODUCT_SUB_CATEGORY2,Product Sub Category2
LBL_CONFIRM_DELETE,Confirm Deletion
LBL_DELETE_INVOICE_DETAIL,Are you sure you want to delete the invoice detail?
MSG_BILL_TO_NOT_FOUND,Bill To List Not Found
MSG_BILL_METHOD_NOT_FOUND,Bill Method Not Found
MSG_PAYMENT_STATUS_NOT_FOUND,Invoice Payment Status Not Found
LBL_INVOICE_BASE_DETAILS,Invoice Base Details Loading
MSG_INVOICE_BASE_DETAILS_NOT_FOUND,Invoice Base Detail Not Found
MSG_INVOICE_TRANS_DETAIL_NOT_FOUND,Invoice Transaction Details Not Found
MSG_INVOICE_BILL_TO_ADDRESS_NOT_FOUND,BillTo Address Not Found
MSG_INVOICE_CONTACTS_NOT_FOUND,Contacts Not Found
MSG_INVOICE_OFFICE_NOT_FOUND,Office Not Found
MSG_PAYMENT_TERMS_NOT_FOUND,No Invoice Payment Terms Found
MSG_INVOICE_NO_ALREADY_EXISTS,Invoice Number Already Exists
MSG_INVOICE_DETAILS_UPDATED,Invoice Details Updated successfully
MSG_INVOICE_DETAILS_DELETED,Invoice Details Deleted successfully
MSG_INVOICE_DETAILS_DELETE_FAILED,Invoice Details Deleted successfully
MSG_INVOICE_NUMBER_NOT_EXISTS,Invoice Number Not Exists.Please Proceed
LBL_INVOICE_DATA_LOADING,Invoice Data Loading
LBL_INVOICE_NO_CANNOT_BE_EMPTY,Invoice Number cannot be empty
LBL_DELETE,Delete
LBL_DELETE_INVOICE_BOOKING,you are about to delete the booking from the invoice details.
LBL_SERVICE_DATE,Service Date
LBL_SERVICE_PRICE_CATEGORY,Price Category
LBL_GENERATE_INVOICE,Generate Invoice
LBL_TITLE,Invoice Generate
LBL_CUSTOMER,Customer
LBL_SUPPLIER,Supplier
LBL_FACTORY,Factory
LBL_BILLED_NAME,Billed Name
LBL_BILLED_ADDRESS,Billing Address
LBL_BILLED_ADDRESS_VALUE,Billed Address Value
LBL_CONTACTS,Contacts
LBL_GENERATE,Generate
LBL_INSP_FROM_DATE,Real Inspection From Date
LBL_INSP_TO_DATE,Real Inspection To Date
LBL_BILLING_TO,Billing To
LBL_IS_INSPECTION,Inspection Fees
LBL_IS_TRAVEL_EXPENSE,Travel Expense
LBL_INVOICE_GENERATED_SUCCESS,Invoice Generated Sucessfully
LBL_GROUP_BY,Group By
LBL_SPLIT_INVOICE,Split Invoice
LBL_CURRENCY,Currency
LBL_EXCHANGE_RATE,Exchange Rate
LBL_TEMPLATE,Template
LBL_PREVIEW,Preview
LBL_INVOICE_DETAILS,Invoice Details:
MSG_Bank_REQ,Bank is required
LBL_INVOICE_NO,Invoice No
LBL_EDIT,Edit
LBL_CLOSE,Close
MSG_CUSTOMER_REQ,Customer is required
MSG_INVOICE_REQUEST_TYPE_REQ,Invoice Request Type is required
MSG_REAL_INSPECTION_FROM_DATE_REQ,Real Inspection From Date is required
MSG_REAL_INSPECTION_TO_DATE_REQ,Real Inspection To Date is required
MSG_REAL_BILLING_TO_REQ,Billing To is required
MSG_SUPPLIER_REQ,Supplier is required
MSG_BILLING_NAME_REQ,Billing Name is required
MSG_BILLING_ADDRESS_REQ,Billing Address is required
MSG_CONTACTS_REQ,Contacts are required
MSG_TRAVEL_INSPECTION_FEES,Please select either travel fees or inspection fees
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date
MSG_Service_TODATE_LESS_REQ,To date not less than from date
MSG_REQ_NOT_VALID,Request is not valid
MSG_NO_INSPECTION_FOUND,No Inspection Found
MSG_NO_PRICE_CARD_FOUND,No Price Card Rule Found
MSG_NO_RULE_MAPPED,No Rule Mapped
MSG_FUTURE_DATE_NOT_ALLOWED,No Future Date Allowed
MSG_TO_DATE_GREATER_FROM_DATE,To Date should be greter than from date
MSG_NO_SUPPLIER_SELECTED,Supplier Info Details are required
MSG_SUPPLIER_REQ_INFO,Supplier is required in the supplier info
MSG_SERVICE_REQ,Service is required
MSG_INVOICE_TYPE_REQ,Invoice Type is required
MSG_NO_INVOICE_CONFIGURED,No Invoice configured from the rule
LBL_EXTRA_FEE,Extra Fee
LBL_MANUAL_INVOICE,Manual Invoice
LBL_EXTRA_FEE_TYPE,Extra Fee Type
LBL_FEE_AMOUNT,Fees
LBL_REMARKS,Remarks
LBL_SUB_TOTAL,Sub Total
LBL_TAX,Tax
LBL_MAIN_DETAILS,Main Details
LBL_FACTORY,Factory
LBL_SUPPLIER,Supplier
LBL_CUSTOMER,Customer
LBL_BILLING_TO,Billed To
LBL_CURRENCY,Currency
LBL_BILLING_ENTITY,Billing Entity
LBL_SERVICE,Service
LBL_BANK,Bank
LBL_INVOICE_NUMBER,Invoice No
LBL_BOOKING_NUMBER,Booking No
LBL_EXTRA_FEE_INVOICE_NO,Extra Fee Invoice No
MSG_TYPE_REQ,Type is required
MSG_FEES_REQ,Fees is required
MSG_CURRENCY_REQ,Currency is required
MSG_PAYMENT_STATUS_REQ,Payment Status is required
MSG_BOOKING_NUMBER_REQ,Booking Number is required
MSG_SERVICE_REQ,Service is required
MSG_BILLED_TO_REQ,Billed To is required
MSG_CUSTOMER_REQ,Customer is required
MSG_CANCEL_SUCCESS,Canceled Successfully
MSG_BOOKING_EXISTS,Extra fees exists for # 
MSG_BILLING_EXISTS,(billing to=
MSG_BOOKING_EXIST,)
MSG_TEMPLATE_REQ,Template is required
LBL_ARE_YOU_WANT_GENERATE_INVOICE,Are you sure you want to generate the invoice?
MSG_INVOICE_NUMBER_DUPLICATE,Duplicate Invoice Number Found. Please contact IT-Team
MSG_INVOICE_ID_ALREADY_MAPPED,Invoice Mapped Already for this Booking. Please contact IT-Team
MSG_INVOICE_GENERATED,Invoice Generate Successfully!
MSG_SUBTOTAL_REQ,Sub Total is required
MSG_TOTAL_FEES_REQ,Total Fees is required
MSG_EXTRA_TYPE_LIST_REQ,Extra Fees is required
MSG_EXTRA_TYPE_FROMDATE_FUTURE_REQ,Payment date should be in current or future.
MSG_OFF_REQ,Office is required
MSG_EXTRA_FEE_INVOICE_DATE_REQUIRED,Extra Fee Invoice Date is required
LBL_EXTRA_FEE_INVOICE_DATE,Invoice Date
LBL_TITLE,Extra Fee Summary
LBL_CUSTOMER,Customer
LBL_SUPPLIER,Supplier
MSG_BOOKINGNO_ERROR,Booking No should be valid
LBL_BILL_TO,Bill To
LBL_EXTRA_FEE_STATUS,Status
MSG_NO_ITEM_FOUND,No Data Found
LBL_BOOKNO,Booking #
LBL_CUS_BOOKNO,Cus. Booking #
LBL_EXTRA_FEE_TYPE,Extra Fee Type
LBL_TOTAL_AMT,Total Amount
LBL_CURRENCY,Currency
LBL_SERVICE,Service
LBL_INVOICE_NUMBER,Invoice No
LBL_EXTRAFEE_INVOICE_NO,Extra Fee Invoice No
LBL_EXTRA_FEE_TOTAL,Extra Fee Total
LBL_OTHER_FEES,Other Fee
LBL_SUNDAY,Sunday
LBL_MONDAY,Monday
LBL_TUESDAY,Tuesday
LBL_WEDNESDAY,Wednesday
LBL_THURSDAY,Thursday
LBL_FRIDAY,Friday
LBL_SATURDAY,Saturday
LBL_JANUARY,January
LBL_FEBRUARY,February
LBL_MARCH,March
LBL_APRIL,April
LBL_MAY,May
LBL_JUNE,June
LBL_JULY,July
LBL_AUGUST,August
LBL_SEPTEMBER,September
LBL_OCTOBER,October
LBL_NOVEMBER,November
LBL_DECEMBER,December
LBL_NO_DATA_FOUND,No Data Found
LBL_NO_DATA,No Data
LBL_TODAY,Today
LBL_TOMORROW,Tomorrow
LBL_UPCOMING_ALLOCATED,Upcoming allocated
LBL_CUSTOMERS,Customers
LBL_FACTORIES,Factories
LBL_INSPECTIONS,Inspections
LBL_REPORTS,Reports
LBL_PRODUCTIVITY,Productivity
LBL_REJECTION_RATE,Rejection rate
LBL_INSPECTIONS_DONE,Total Inspections done
LBL_API_REJECTION,Fullbridge Rejection
LBL_YOUR_REJECTION,Your Rejection
LBL_AVERAGE_REJECTIONS,Your Avg. Rejections
LBL_CLAIMS_COMPLAINTS,Claims and Complaints
MSG_SERVICE_FROMDATE_REQ,From date is required
MSG_SERVICE_FROMDATE_GREATER_REQ,From date should be greater than to date
MSG_SERVICE_TODATE_REQ,To date is required
MSG_SERVICE_TODATE_LESS_REQ,To date not less than from date
LBL_SERVICE_DATE,Service date
LBL_SERVICE_DATE_FROM,From date 
LBL_SERVICE_DATE_To,To date
LBL_EXTRAFEE_INVOICE_NO,Extra Fee Invoice No
TITLE,TCF Information
LBL_STAGE,Stage
LBL_CUSTOMER,Customer
LBL_SUPPLIER,Supplier
LBL_BUYER,Buyer
LBL_CUSTOMER_CONTACTS,Customer Contacts
LBL_BUYING_DEPARTMENT,Buying Department
LBL_PRODUCT_CATEGORY,Product Category
LBL_PRODUCT_SUB_CATEGORY,Product Sub Category
LBL_COUNTRY_ORIGIN,Country of Origin
LBL_COUNTRY_DESTINATION,Country of Destination
LBL_PICTURE_UPLOADED,Picture uploaded
LBL_SAVE,Save
MSG_NAME_REQ,Collection is required
MSG_ID_REQ,Customer is required
SAVE_RESULT,Save result
SAVE_OK,Customer Collection is saved succefully!
MSG_CANNOT_ADDCUSTOMER_COLLECTION,Cannot Add Customer Collection
MSG_CURRENT_COLLECTION_NOTFOUND,Current Customer Collection Not Found
MSG_CUSTOMER_COLLECTION_EXISTS,Customer Collection does noe exist
LBL_COLLECTION_NAME,Collection Name
LBL_TCF_NO,TCF No:
LBL_TRAFFIC_LIGHT,Traffic light
LBL_STAGE_COMPLETION,Stage & Completion
LBL_CUSTOMER_REF,Customer Ref
LBL_FIRST_ETD_CRD,First ETD/CRD
LBL_REQUEST_DATE,Request date
MSG_TCF_ERROR,TCF Error
MSG_TCF_UNKNOWN_ERROR,TCF Unknown Error
MSG_UNKNOWN_ERROR,Unknown Error Occured
LBL_ERROR,Error
NO_DOCUMENTS_FOUND,No Documents Found
LBL_TCF_REPORT,TCF Report
LBL_TCF_ALL_VALIDATED_DOC,All Validated Document
LBL_COMPLETED,Completed
LBL_NO_DATA_FOUND,No Data Found
LBL_NO_SEARCH_FOUND,Oops! No load matching your search were found
LBL_CLEAR_SEARCH,Clear Search
LBL_CUSTOMER_CONTACT,Customer Contact
LBL_MERCHANDISING_CONTACT,Merchandising Contact
LBL_FIRST_DOC_SUBMISSION,First Document Submission
LBL_LAST_DOC_RECEIVED,Last Document Received
LBL_NO_OF_DOC_RECEIVED,Number of Documents received
LBL_NO_OF_DOC_REJECTED,Number of Documents rejected
LBL_NO_OF_DOC_UNDERVIEW,Number of Documents under review
LBL_NO_OF_DOC_WAITING,Number of Documents waiting
LBL_DETAILS_LOADING,Details Loading
LBL_TCF_STATUS_NOT_FOUND,TCF Status List Not Found
LBL_TCF_BUYER_DEPT_NOT_FOUND,TCF Buyer Department List Not Found
LBL_TCF_DETAIL_NOT_FOUND,TCF Details Not Found
MSG_SHOWING,Showing
MSG_TO,to
MSG_OF,of
MSG_RECORDS,records
LBL_TCF_DET_COUNTRY_ORIGIN,Country of Origin
LBL_TCF_DET_COUNTRY_DESTINATION,Country of Destination
LBL_TITLE,TCF
LBL_ERROR,TCF Error
MSG_TOKEN_GENERATION_FAILED,Token Generation Failed
MSG_DOCUMENT_UPLOAD_FAILED,Document Upload Failed
MSG_TCF_UNKNOWN_ERROR,TCF Unknown Error
MSG_UNKNOWN_ERROR,Unknown Error Occured
MSG_STANDARDS_NOT_FOUND,Standards Not Found
MSG_TYPE_NOT_FOUND,Type Not Found
MSG_NO_DOCUMENTS_FOUND,No Documents Found
LBL_NO_DATA_FOUND,No Data Found
LBL_CLEAR_SEARCH,Clear Search
LBL_NO_DATA_MATCH,Oops! No load matching your search were found
LBL_WARNING,Warning
LBL_TITLE,TCF Detail
LBL_REPORT_DETAILS,Report Details
LBL_PRODUCT_INFORMATION,Product Information
LBL_CUSTOMER,Customer
LBL_CUSTOMER_REFERENCE,Customer Reference
LBL_DEPARTMENT,Department
LBL_DESCRIPTION,Description
LBL_SUPPLIER,Supplier
LBL_SUPPLIER_REFERENCE,Supplier Reference
LBL_QA_CONTACT,QA Contact
LBL_COUNTRY_ORIGIN,Country of Origin
LBL_DESTINATION,Country of Destination
LBL_REQUEST_DATE,Request Date
LBL_COMPLETE_DATE,Complete Date
LBL_MERCHANDISER,Merchandiser
LBL_BARCODE,Barcode
LBL_FIRST_DOC_SUBMISSION,First Document Submission
LBL_LAST_DOC_RECEIVED,Last Document Received
LBL_DOC_RECEIVED,Document Received
LBL_DOC_REJECTED,Document Rejected
LBL_DOC_UNDER_REVIEW,Document Under Review
LBL_TCF_SCOPE,TCF Scope
LBL_STANDARD,Standard
LBL_STANDARD_Remarks,Remarks
